city,state,latitude,longitude
McDonough,Georgia,33.4397,-84.1505
Bowling Green,Ohio,41.3776,-83.6495
Drexel Hill,Pennsylvania,39.9495,-75.3038
Matthews,North Carolina,35.1195,-80.7101
Fridley,Minnesota,45.0841,-93.2595
Paragould,Arkansas,36.0555,-90.5149
Greenville,Texas,33.1116,-96.1099
Winter Park,Florida,28.5989,-81.3442
Algonquin,Illinois,42.1629,-88.3159
Hazleton,Pennsylvania,40.9505,-75.9725
Crofton,Maryland,39.0144,-76.68
Gloucester,Massachusetts,42.626,-70.6897
San Carlos,California,37.4982,-122.2677
Monterey,California,36.5919,-121.8808
Rahway,New Jersey,40.6077,-74.2807
Atascadero,California,35.4827,-120.6858
Orchards,Washington,45.689,-122.5306
Galesburg,Illinois,40.9506,-90.3763
Hobart,Indiana,41.514,-87.2729
Schererville,Indiana,41.4861,-87.4442
Central,Louisiana,30.5593,-91.0369
Laurel,Maryland,39.0949,-76.8622
Raytown,Missouri,38.9944,-94.4641
Anderson,South Carolina,34.5211,-82.6478
Southgate,Michigan,42.2047,-83.2057
Burton,Michigan,42.9974,-83.6175
Melrose,Massachusetts,42.4556,-71.059
Magna,Utah,40.7634,-112.1599
Casselberry,Florida,28.6624,-81.3217
San Lorenzo,California,37.6733,-122.1332
Eastern Goleta Valley,California,34.4448,-119.7879
Bixby,Oklahoma,35.9454,-95.8776
Oak Park,Michigan,42.4649,-83.1824
Garfield Heights,Ohio,41.4199,-81.6038
Vero Beach South,Florida,27.6132,-80.4163
Fleming Island,Florida,30.0988,-81.7124
Texarkana,Arkansas,33.436,-93.9959
Englewood,New Jersey,40.8917,-73.9736
Fountain,Colorado,38.6886,-104.6829
Kirkwood,Missouri,38.5788,-90.4203
Jacksonville,Arkansas,34.8807,-92.1304
Harrison,New York,41.0236,-73.7193
Clarksburg,Maryland,39.2246,-77.2659
Suisun City,California,38.2473,-122.0091
Statesville,North Carolina,35.7842,-80.8713
East Palo Alto,California,37.4671,-122.1352
Mehlville,Missouri,38.5018,-90.3149
Easton,Pennsylvania,40.6858,-75.2209
Sachse,Texas,32.9726,-96.5793
East Lake-Orient Park,Florida,27.997,-82.3653
Russellville,Arkansas,35.2762,-93.1383
Independence,Kentucky,38.951,-84.5492
Shaker Heights,Ohio,41.4744,-81.5496
Enterprise,Alabama,31.3275,-85.8463
Jeffersontown,Kentucky,38.2049,-85.5701
Perry Hall,Maryland,39.4068,-76.478
Lake in the Hills,Illinois,42.1913,-88.3477
Greenville,Mississippi,33.385,-91.0514
Burbank,Illinois,41.7444,-87.7686
Golden Gate,Florida,26.1844,-81.7031
Converse,Texas,29.5091,-98.3084
Twentynine Palms,California,34.1478,-116.0659
Daphne,Alabama,30.6263,-87.8816
Danville,Illinois,40.1426,-87.6111
Northampton,Massachusetts,42.3266,-72.6745
Carney,Maryland,39.405,-76.5235
East Niles,California,35.3683,-118.9225
Temescal Valley,California,33.7581,-117.4677
Forest Hills,Michigan,42.9577,-85.4895
Laplace,Louisiana,30.0731,-90.4758
Frankfort,Kentucky,38.1924,-84.8643
Lansing,Illinois,41.5648,-87.5462
Madison Heights,Michigan,42.5073,-83.1034
Jamestown,New York,42.0976,-79.2367
Monroeville,Pennsylvania,40.4262,-79.7605
Apollo Beach,Florida,27.7618,-82.4003
Aberdeen,South Dakota,45.4649,-98.4686
Fort Mill,South Carolina,35.0061,-80.9389
Rockledge,Florida,28.3203,-80.736
Glen Ellyn,Illinois,41.8666,-88.0629
Bergenfield,New Jersey,40.9236,-73.9982
Fortuna Foothills,Arizona,32.6616,-114.3974
Forney,Texas,32.744,-96.4529
Eagle Pass,Texas,28.7125,-100.484
Short Pump,Virginia,37.6549,-77.6201
Citrus Park,Florida,28.073,-82.5628
Chaska,Minnesota,44.8164,-93.6091
Ridgecrest,California,35.6308,-117.6622
Allen Park,Michigan,42.2595,-83.2107
Maple Valley,Washington,47.3659,-122.0368
Oakdale,Minnesota,44.9876,-92.9641
Glen Cove,New York,40.8709,-73.6287
Ramsey,Minnesota,45.2617,-93.4494
Crestview,Florida,30.7477,-86.5785
Clayton,North Carolina,35.659,-78.4498
Tysons,Virginia,38.9215,-77.2273
Henderson,Kentucky,37.8397,-87.5798
Maryland Heights,Missouri,38.7189,-90.4749
Williston,North Dakota,48.1814,-103.6364
New Iberia,Louisiana,30.0049,-91.8202
Lake Jackson,Texas,29.0516,-95.4521
Huntley,Illinois,42.1599,-88.433
Walnut,California,34.0334,-117.8593
Prior Lake,Minnesota,44.7246,-93.4419
Hamtramck,Michigan,42.3954,-83.0559
Shirley,New York,40.7936,-72.8748
Monsey,New York,41.1181,-74.0682
Garden City,Kansas,37.9753,-100.8527
Madison,Mississippi,32.4738,-90.13
McHenry,Illinois,42.3387,-88.2932
Reisterstown,Maryland,39.455,-76.814
South Laurel,Maryland,39.0603,-76.8456
Tualatin,Oregon,45.3772,-122.7748
Alvin,Texas,29.3872,-95.2938
Homewood,Alabama,33.4619,-86.809
Mount Pleasant,Wisconsin,42.7129,-87.8876
Dodge City,Kansas,37.7611,-100.0182
West Melbourne,Florida,28.0694,-80.6736
Drexel Heights,Arizona,32.1453,-111.048
Williamsport,Pennsylvania,41.2399,-77.037
Lochearn,Maryland,39.3461,-76.7307
Silver Springs Shores,Florida,29.1126,-82.0149
Ilchester,Maryland,39.2187,-76.7683
Wilmette,Illinois,42.0771,-87.7282
Belmont,California,37.5154,-122.2953
Mililani Town,Hawaii,21.4465,-158.0147
Marshalltown,Iowa,42.0343,-92.9068
Lemon Grove,California,32.7331,-117.0344
Athens,Alabama,34.7843,-86.9503
Pearl,Mississippi,32.273,-90.0918
New Lenox,Illinois,41.5095,-87.9703
Kernersville,North Carolina,36.1065,-80.0842
Millville,New Jersey,39.3903,-75.0561
Clinton,Mississippi,32.354,-90.3403
Neenah,Wisconsin,44.1669,-88.4767
Marion,Indiana,40.5497,-85.6604
Green,Ohio,40.9483,-81.4757
Asheboro,North Carolina,35.7158,-79.8127
Deer Park,New York,40.7623,-73.3218
Fremont,Nebraska,41.4395,-96.4873
Union City,Georgia,33.5942,-84.5629
Thomasville,North Carolina,35.8813,-80.0807
Pooler,Georgia,32.1043,-81.2569
Wright,Florida,30.4445,-86.6419
New London,Connecticut,41.3502,-72.1022
Kent,Ohio,41.149,-81.361
Balch Springs,Texas,32.7194,-96.6151
Celina,Texas,33.3154,-96.7941
Mason City,Iowa,43.1487,-93.1997
Lindenhurst,New York,40.6858,-73.371
Gladstone,Missouri,39.2134,-94.5592
Kahului,Hawaii,20.8715,-156.4603
West Linn,Oregon,45.367,-122.6399
Carrollton,Georgia,33.5818,-85.0838
Lemoore,California,36.2949,-119.7983
Wooster,Ohio,40.8172,-81.9336
Sun City West,Arizona,33.6695,-112.3573
Fulshear,Texas,29.693,-95.8804
Waukee,Iowa,41.5985,-93.8869
Mint Hill,North Carolina,35.1783,-80.6528
Chicago Heights,Illinois,41.51,-87.6345
Brawley,California,32.9783,-115.5287
Temple Terrace,Florida,28.0436,-82.3773
Leisure City,Florida,25.4935,-80.4363
Garden City,Michigan,42.3244,-83.3412
Paducah,Kentucky,37.0711,-88.644
Oak Forest,Illinois,41.6054,-87.7527
Plum,Pennsylvania,40.5024,-79.7495
Palm Springs,Florida,26.6348,-80.0969
Benicia,California,38.0725,-122.1526
Woodburn,Oregon,45.1472,-122.8603
Kalispell,Montana,48.2153,-114.3274
South Portland,Maine,43.631,-70.2895
Camas,Washington,45.6005,-122.4304
Vernon Hills,Illinois,42.234,-87.9608
Ewa Gentry,Hawaii,21.3344,-158.0262
Cabot,Arkansas,34.9766,-92.0274
Lutz,Florida,28.1396,-82.4467
Batavia,Illinois,41.8479,-88.3109
Shoreview,Minnesota,45.0842,-93.1358
Keystone,Florida,28.1312,-82.5999
Palm River-Clair Mel,Florida,27.9239,-82.3791
Troy,Ohio,40.0437,-84.2186
Wheeling,West Virginia,40.0752,-80.6951
Granite City,Illinois,38.7296,-90.1268
Horn Lake,Mississippi,34.9512,-90.0501
West Islip,New York,40.7041,-73.2954
Superior,Wisconsin,46.6941,-92.0823
Edwardsville,Illinois,38.7922,-89.9874
Marysville,Ohio,40.2279,-83.3595
Jenks,Oklahoma,35.9981,-95.9736
Tumwater,Washington,46.9891,-122.9175
Sanger,California,36.699,-119.5575
Rosemount,Minnesota,44.7466,-93.0661
Paramus,New Jersey,40.9455,-74.0712
Auburn,New York,42.9338,-76.5685
Venice,Florida,27.1184,-82.4137
Owatonna,Minnesota,44.0912,-93.2312
Forest Grove,Oregon,45.5243,-123.1097
Carolina Forest,South Carolina,33.7651,-78.913
Elk River,Minnesota,45.3314,-93.567
Elmira,New York,42.0938,-76.8097
Woodstock,Illinois,42.3096,-88.4353
Leland,North Carolina,34.2042,-78.0279
Eureka,California,40.7943,-124.1564
South Pasadena,California,34.1103,-118.1573
South Salt Lake,Utah,40.7057,-111.8986
Holbrook,New York,40.7944,-73.07
Plainview,New York,40.7832,-73.4732
Hercules,California,38.0064,-122.2564
Lockport,Illinois,41.5906,-88.0293
Wasco,California,35.5938,-119.3671
Wilsonville,Oregon,45.3109,-122.7702
Elkridge,Maryland,39.1941,-76.7428
Fairland,Maryland,39.0803,-76.9527
Trussville,Alabama,33.6405,-86.5815
Windsor,California,38.5422,-122.8089
Austin,Minnesota,43.6721,-92.9784
East Chicago,Indiana,41.6469,-87.4545
Ives Estates,Florida,25.9632,-80.183
Oxford,Mississippi,34.3627,-89.5336
Conway,South Carolina,33.8401,-79.0431
Ridgewood,New Jersey,40.9821,-74.1127
Medina,Ohio,41.1358,-81.8695
North Tustin,California,33.7636,-117.7947
Cave Spring,Virginia,37.2254,-80.0072
Chanhassen,Minnesota,44.8546,-93.5621
Franklin,Indiana,39.4948,-86.0544
Winona,Minnesota,44.0505,-91.6684
Norfolk,Nebraska,42.0324,-97.4217
Florence,Arizona,33.059,-111.4209
Kuna,Idaho,43.488,-116.3933
Lodi,New Jersey,40.8784,-74.0814
Fish Hawk,Florida,27.8511,-82.2164
Colleyville,Texas,32.8913,-97.1486
Imperial Beach,California,32.5693,-117.118
Moscow,Idaho,46.7308,-116.9986
Ballenger Creek,Maryland,39.3807,-77.4206
Terrytown,Louisiana,29.9014,-90.0279
Fort Washington,Maryland,38.7339,-77.0069
Key West,Florida,24.5642,-81.7775
Grandview,Missouri,38.8802,-94.5227
Derby,Kansas,37.5571,-97.2551
Fort Hood,Texas,31.1357,-97.7834
El Cerrito,California,37.9196,-122.3025
Rockville Centre,New York,40.6643,-73.6383
Staunton,Virginia,38.1593,-79.0611
Sebastian,Florida,27.7822,-80.4819
Allendale,Michigan,42.9845,-85.9499
Palm City,Florida,27.1735,-80.2862
Columbine,Colorado,39.5879,-105.0694
Medford,New York,40.822,-72.9859
Galt,California,38.2698,-121.3004
Bessemer,Alabama,33.3712,-86.9728
Pace,Florida,30.6188,-87.1667
Immokalee,Florida,26.4253,-81.4251
Newberg,Oregon,45.3075,-122.9601
Starkville,Mississippi,33.4608,-88.8297
Inkster,Michigan,42.2935,-83.3148
Moses Lake,Washington,47.1279,-119.2759
South Bradenton,Florida,27.4612,-82.5822
Nocatee,Florida,30.0927,-81.4095
Cliffside Park,New Jersey,40.8222,-73.9879
Happy Valley,Oregon,45.4358,-122.5081
Xenia,Ohio,39.6829,-83.9413
Tarpon Springs,Florida,28.1493,-82.7623
Okemos,Michigan,42.7057,-84.4135
Stevens Point,Wisconsin,44.5241,-89.5507
Peekskill,New York,41.2884,-73.9227
Salem,Virginia,37.2864,-80.0555
Mill Creek East,Washington,47.8361,-122.1877
West Whittier-Los Nietos,California,33.9759,-118.0689
Bailey's Crossroads,Virginia,38.8477,-77.1305
Avon Lake,Ohio,41.4944,-82.0159
Reedley,California,36.5988,-119.4471
West Chicago,Illinois,41.896,-88.2253
Northdale,Florida,28.1058,-82.5263
De Pere,Wisconsin,44.4308,-88.0785
Ottumwa,Iowa,41.0195,-92.4186
Brandon,Mississippi,32.2778,-89.9896
Denison,Texas,33.7672,-96.5808
Corsicana,Texas,32.0824,-96.4665
Caledonia,Wisconsin,42.7986,-87.8762
Sugar Hill,Georgia,34.108,-84.0558
Mercer Island,Washington,47.5661,-122.232
Lafayette,California,37.8919,-122.1189
Holt,Michigan,42.6416,-84.5308
Mequon,Wisconsin,43.2352,-87.9839
Dickinson,North Dakota,46.8918,-102.7925
Hazelwood,Missouri,38.7931,-90.3899
Norco,California,33.9252,-117.5498
North Laurel,Maryland,39.1285,-76.8476
Walker,Michigan,42.9853,-85.7446
Dinuba,California,36.5453,-119.3987
Barstow,California,34.8661,-117.0471
Carteret,New Jersey,40.5849,-74.2284
Edgewood,Maryland,39.419,-76.2964
Muskego,Wisconsin,42.886,-88.1291
Simpsonville,South Carolina,34.7287,-82.2569
Mountain House,California,37.7673,-121.5449
University Park,Texas,32.8506,-96.7937
Avon,Ohio,41.4485,-82.0187
Perrysburg,Ohio,41.5377,-83.6413
Kingsville,Texas,27.5094,-97.861
Bellview,Florida,30.462,-87.312
Dix Hills,New York,40.8033,-73.3375
Newport,Rhode Island,41.4801,-71.3203
King of Prussia,Pennsylvania,40.0963,-75.3821
Loma Linda,California,34.045,-117.2498
Hastings,Nebraska,40.5961,-98.39
Norton Shores,Michigan,43.1621,-86.2519
Barberton,Ohio,41.0095,-81.6037
Romulus,Michigan,42.2237,-83.366
Farmington,Utah,40.9845,-111.9065
North Augusta,South Carolina,33.5214,-81.9547
Auburn Hills,Michigan,42.6735,-83.2448
Riverbank,California,37.726,-120.9433
Seal Beach,California,33.7542,-118.0714
Westchase,Florida,28.0597,-82.611
Centerville,Ohio,39.6339,-84.1449
Yukon,Oklahoma,35.5201,-97.7639
Pecan Grove,Texas,29.6235,-95.733
Fort Dodge,Iowa,42.5098,-94.1751
Big Spring,Texas,32.2389,-101.4799
Ardmore,Oklahoma,34.1949,-97.1256
Sandusky,Ohio,41.4468,-82.7024
Zanesville,Ohio,39.9565,-82.0132
Morton Grove,Illinois,42.0423,-87.789
Paris,Texas,33.6688,-95.546
San Benito,Texas,26.1298,-97.644
Suitland,Maryland,38.8492,-76.9225
Cloverleaf,Texas,29.7882,-95.1724
Socastee,South Carolina,33.6871,-79.0086
Belton,Missouri,38.8192,-94.5335
Port St. John,Florida,28.4757,-80.8104
Bainbridge Island,Washington,47.6439,-122.5434
Maywood,California,33.9886,-118.1877
Wyandotte,Michigan,42.2113,-83.1558
Selma,California,36.5715,-119.6143
Watertown,New York,43.9734,-75.9094
Greenbelt,Maryland,38.9953,-76.8885
Landover,Maryland,38.9241,-76.8875
Ridgeland,Mississippi,32.4236,-90.1481
Kerrville,Texas,30.0398,-99.132
Herndon,Virginia,38.9699,-77.3867
Homer Glen,Illinois,41.6043,-87.9497
Melrose Park,Illinois,41.903,-87.8636
Belvidere,Illinois,42.2543,-88.8649
Pelham,Alabama,33.3114,-86.7573
World Golf Village,Florida,29.9654,-81.4896
Fairfax,Virginia,38.8531,-77.2997
Soledad,California,36.4432,-121.3426
Decatur,Georgia,33.7711,-84.2963
Saginaw,Texas,32.8657,-97.3654
Zion,Illinois,42.4603,-87.8511
Faribault,Minnesota,44.2996,-93.2789
Riverside,Ohio,39.7835,-84.1219
Benbrook,Texas,32.6788,-97.4637
Clinton,Iowa,41.8435,-90.2412
Oak Harbor,Washington,48.2964,-122.6333
Oak Ridge,Florida,28.4727,-81.4169
Ponca City,Oklahoma,36.7235,-97.0677
Bloomington,California,34.0601,-117.4013
Farragut,Tennessee,35.8731,-84.1821
Greenfield,Indiana,39.7937,-85.7738
Patterson,California,37.4758,-121.1536
Wadsworth,Ohio,41.0279,-81.7323
Auburn,Maine,44.0851,-70.2492
Mandan,North Dakota,46.829,-100.887
Palmetto Bay,Florida,25.6219,-80.3221
South Plainfield,New Jersey,40.5748,-74.4152
Frederickson,Washington,47.0916,-122.3603
Westmont,Illinois,41.7948,-87.9742
Johnston,Iowa,41.691,-93.7234
Columbus,Nebraska,41.4366,-97.3565
Liberty Triangle,Florida,29.076,-82.2191
West Memphis,Arkansas,35.153,-90.1996
Lexington,South Carolina,33.989,-81.2202
Nixa,Missouri,37.0453,-93.2959
Collinsville,Illinois,38.677,-90.0063
Shelbyville,Tennessee,35.4987,-86.4517
Wekiwa Springs,Florida,28.6984,-81.4251
Emporia,Kansas,38.4028,-96.1932
Fresno,Texas,29.5357,-95.4696
Middletown,Delaware,39.445,-75.7183
Bay Point,California,38.0329,-121.9615
Papillion,Nebraska,41.1511,-96.0665
Coral Terrace,Florida,25.7464,-80.3049
White Bear Lake,Minnesota,45.0656,-93.015
Gardner,Kansas,38.8122,-94.9275
Brambleton,Virginia,38.9803,-77.5323
North Potomac,Maryland,39.0955,-77.2373
South Elgin,Illinois,41.9906,-88.3135
Elmwood Park,Illinois,41.9225,-87.8163
Rolling Meadows,Illinois,42.0747,-88.0252
Bloomingdale,Florida,27.8784,-82.2624
Solon,Ohio,41.3865,-81.44
Kingston,New York,41.9295,-73.9968
Easley,South Carolina,34.8188,-82.5827
Willoughby,Ohio,41.6459,-81.4084
Katy,Texas,29.7905,-95.8353
Arnold,Maryland,39.0437,-76.4974
Somerset,New Jersey,40.5083,-74.501
Raymore,Missouri,38.8029,-94.4583
Pickerington,Ohio,39.889,-82.7678
Burlington,Iowa,40.8071,-91.1247
Bayonet Point,Florida,28.3254,-82.6834
Roseburg,Oregon,43.2231,-123.352
Webster Groves,Missouri,38.5866,-90.3544
Belton,Texas,31.0525,-97.479
Fountain Hills,Arizona,33.6073,-111.7398
Highland,Indiana,41.5483,-87.4588
Chantilly,Virginia,38.8868,-77.4453
Munster,Indiana,41.5468,-87.504
San Fernando,California,34.2886,-118.4362
Brookings,South Dakota,44.3022,-96.7859
Taylors,South Carolina,34.9157,-82.3124
Farmington,Minnesota,44.6572,-93.1687
North Lynnwood,Washington,47.8533,-122.2762
Griffin,Georgia,33.2418,-84.2748
Marshall,Texas,32.537,-94.3515
Freeport,Illinois,42.2891,-89.6346
Fernley,Nevada,39.5627,-119.1906
Cartersville,Georgia,34.1644,-84.8009
Columbus,Mississippi,33.5088,-88.4096
Ladera Ranch,California,33.5492,-117.6417
Jacksonville Beach,Florida,30.2782,-81.4045
Kenmore,Washington,47.7516,-122.2489
Eustis,Florida,28.8563,-81.6771
Muscatine,Iowa,41.4195,-91.068
Van Buren,Arkansas,35.4483,-94.3528
East San Gabriel,California,34.1157,-118.0791
Chester,Virginia,37.3531,-77.4342
Clinton,Utah,41.1395,-112.0656
Eastmont,Washington,47.8968,-122.1818
Champlin,Minnesota,45.1702,-93.3903
Rosemont,California,38.5478,-121.3553
Cherry Hill,Virginia,38.5696,-77.2895
Brent,Florida,30.4727,-87.2495
Blue Island,Illinois,41.6578,-87.6811
Lisle,Illinois,41.7918,-88.0888
Pottstown,Pennsylvania,40.2508,-75.6445
Glassboro,New Jersey,39.7014,-75.1113
Fairhope,Alabama,30.5209,-87.8813
Maple Heights,Ohio,41.4094,-81.5625
Watauga,Texas,32.8719,-97.2515
Copiague,New York,40.6707,-73.3922
Edgewater,Florida,28.9594,-80.9406
Waverly,Michigan,42.7401,-84.6354
Union Hill-Novelty Hill,Washington,47.6788,-122.0284
Cockeysville,Maryland,39.4804,-76.6294
North Salt Lake,Utah,40.8439,-111.9187
Rock Springs,Wyoming,41.5947,-109.2209
Linda,California,39.1241,-121.5421
Athens,Ohio,39.327,-82.0987
Loves Park,Illinois,42.3364,-88.9975
Maywood,Illinois,41.8798,-87.8442
Cottage Lake,Washington,47.7466,-122.0755
Oakdale,California,37.7618,-120.8468
Jasmine Estates,Florida,28.293,-82.6907
Searcy,Arkansas,35.2418,-91.7351
Hazel Dell,Washington,45.6797,-122.6553
Horizon City,Texas,31.6799,-106.1903
Trotwood,Ohio,39.7926,-84.3165
Ensley,Florida,30.5259,-87.2733
Kapolei,Hawaii,21.3399,-158.0677
North Platte,Nebraska,41.1263,-100.7641
Hudson,Ohio,41.2399,-81.4408
Radcliff,Kentucky,37.8204,-85.9365
Hopewell,Virginia,37.2915,-77.2985
Prairie Village,Kansas,38.9874,-94.6362
Keene,New Hampshire,42.9494,-72.2998
West Springfield,Virginia,38.7771,-77.2268
New Brighton,Minnesota,45.0658,-93.206
Watertown,Wisconsin,43.1893,-88.7285
Duncan,Oklahoma,34.5408,-97.9215
Calabasas,California,34.1375,-118.6689
Corinth,Texas,33.1434,-97.0682
Garden City,New York,40.7266,-73.6447
Watertown,South Dakota,44.9094,-97.1532
Coralville,Iowa,41.699,-91.5967
Ramona,California,33.0474,-116.8766
Christiansburg,Virginia,37.1406,-80.4036
Ashland,California,37.6942,-122.1159
Laguna Beach,California,33.5455,-117.7613
Bonney Lake,Washington,47.1791,-122.17
Cataño,Puerto Rico,18.4375,-66.144
Machesney Park,Illinois,42.3666,-89.0266
Martha Lake,Washington,47.8479,-122.2327
Roselle,Illinois,41.9809,-88.0861
Vega Baja,Puerto Rico,18.4406,-66.3997
Sun Valley,Nevada,39.6104,-119.777
Crystal,Minnesota,45.0377,-93.3599
Avon,Indiana,39.7601,-86.3916
North Plainfield,New Jersey,40.6209,-74.4386
Hialeah Gardens,Florida,25.8878,-80.3569
Corcoran,California,36.0841,-119.5613
Anthem,Arizona,33.856,-112.1168
Bear,Delaware,39.6189,-75.6808
DeBary,Florida,28.8815,-81.324
Millbrae,California,37.5994,-122.4023
Albertville,Alabama,34.2633,-86.2108
Waynesboro,Virginia,38.0674,-78.9014
Kihei,Hawaii,20.7653,-156.4454
West Rancho Dominguez,California,33.9057,-118.2683
Greenwood,South Carolina,34.1947,-82.1542
Summit,New Jersey,40.7154,-74.3647
East Peoria,Illinois,40.6736,-89.5419
Central Falls,Rhode Island,41.8901,-71.3934
Biddeford,Maine,43.4673,-70.4511
Villa Park,Illinois,41.8865,-87.9779
Roselle,New Jersey,40.6527,-74.2599
McNair,Virginia,38.9513,-77.4115
Chalmette,Louisiana,29.9438,-89.966
Junction City,Kansas,39.0277,-96.8508
Bloomingdale,Illinois,41.9497,-88.0895
Acworth,Georgia,34.0566,-84.6716
The Crossings,Florida,25.6708,-80.4018
Yorkville,Illinois,41.6563,-88.4507
Foley,Alabama,30.3983,-87.665
Cudahy,California,33.9631,-118.183
Marina,California,36.681,-121.7892
Hayesville,Oregon,44.9793,-122.9738
Hillsborough,New Jersey,40.5069,-74.6523
Marion Oaks,Florida,29.0011,-82.1953
Montclair,Virginia,38.6111,-77.34
Sapulpa,Oklahoma,36.0091,-96.1003
Evans,Colorado,40.366,-104.739
Rancho San Diego,California,32.7624,-116.9197
Perry,Georgia,32.472,-83.7283
Middleton,Wisconsin,43.1064,-89.5059
Ruston,Louisiana,32.5328,-92.6363
Payson,Utah,40.0355,-111.739
West Puente Valley,California,34.0513,-117.9681
Camp Springs,Maryland,38.8052,-76.9199
Mountain Brook,Alabama,33.4871,-86.74
Bayou Cane,Louisiana,29.6243,-90.751
La Porte,Indiana,41.6069,-86.7142
Sunny Isles Beach,Florida,25.9385,-80.1246
Clarksville,Indiana,38.322,-85.7673
Allison Park,Pennsylvania,40.573,-79.9603
Sanford,Maine,43.4244,-70.7573
Oxford,Ohio,39.5061,-84.7446
Oxford,Alabama,33.5967,-85.8687
Langley Park,Maryland,38.9897,-76.9808
Chambersburg,Pennsylvania,39.9315,-77.6556
Hastings,Minnesota,44.7318,-92.8538
East Ridge,Tennessee,34.9973,-85.2285
Columbia Heights,Minnesota,45.0484,-93.2472
Winter Gardens,California,32.8376,-116.9268
Mililani Mauka,Hawaii,21.4756,-157.9948
Lorton,Virginia,38.6983,-77.2164
Chillicothe,Ohio,39.3393,-82.9939
Ozark,Missouri,37.0365,-93.2158
Golden Valley,Minnesota,44.9901,-93.3591
Duarte,California,34.161,-117.9504
West Carson,California,33.8229,-118.2931
Klamath Falls,Oregon,42.2195,-121.7754
Parsippany,New Jersey,40.8645,-74.4135
Sedalia,Missouri,38.7059,-93.234
Shelby,North Carolina,35.2904,-81.5451
Darien,Illinois,41.7448,-87.9822
Lino Lakes,Minnesota,45.1679,-93.083
Woodlawn,Virginia,38.7332,-77.1149
Massapequa,New York,40.6676,-73.4706
Merrick,New York,40.6515,-73.5535
Carbondale,Illinois,37.7221,-89.2237
Pascagoula,Mississippi,30.3666,-88.5506
Suwanee,Georgia,34.0508,-84.0686
Rio Rico,Arizona,31.4957,-110.9885
Silver Firs,Washington,47.8635,-122.1497
Lakeside,California,32.856,-116.904
Four Square Mile,Colorado,39.6808,-104.888
Holiday,Florida,28.1864,-82.7429
Yucca Valley,California,34.1234,-116.4216
New Castle,Pennsylvania,40.9956,-80.3458
Harvey,Louisiana,29.8876,-90.0666
Selden,New York,40.8714,-73.0466
American Canyon,California,38.1796,-122.2583
Port Hueneme,California,34.1618,-119.2036
Hurricane,Utah,37.1487,-113.3517
Willowbrook,California,33.9209,-118.2356
St. John,Indiana,41.4429,-87.4697
Valinda,California,34.04,-117.93
Birmingham,Michigan,42.5446,-83.2166
Dickinson,Texas,29.4548,-95.0589
South Euclid,Ohio,41.524,-81.5245
Green Valley,Arizona,31.8393,-111.0009
Alliance,Ohio,40.9107,-81.1189
Clemmons,North Carolina,36.0319,-80.3861
Waxhaw,North Carolina,34.9363,-80.7439
Del City,Oklahoma,35.4483,-97.4408
Ennis,Texas,32.3254,-96.6347
Seymour,Indiana,38.9476,-85.8911
Lindenwold,New Jersey,39.8173,-74.9898
Florida Ridge,Florida,27.5805,-80.3848
Pleasant Prairie,Wisconsin,42.5266,-87.8895
Rocky River,Ohio,41.4702,-81.8525
Rose Hill,Virginia,38.7872,-77.1085
Tukwila,Washington,47.475,-122.2728
North Ogden,Utah,41.3123,-111.9584
Helena,Alabama,33.2837,-86.8791
Five Corners,Washington,45.6883,-122.5738
Secaucus,New Jersey,40.781,-74.0659
Mount Pleasant,Michigan,43.5966,-84.7759
Mountlake Terrace,Washington,47.7921,-122.3077
Ashland,Kentucky,38.4592,-82.6448
New Hope,Minnesota,45.0375,-93.3869
Granite Bay,California,38.7601,-121.1714
East Patchogue,New York,40.7704,-72.9817
Otsego,Minnesota,45.266,-93.6201
Stephenville,Texas,32.2147,-98.2205
Ashland,Oregon,42.1905,-122.6992
Carlisle,Pennsylvania,40.2,-77.2034
Gallup,New Mexico,35.5182,-108.7431
South Lake Tahoe,California,38.9393,-119.9828
Stevenson Ranch,California,34.3894,-118.5883
Candler-McAfee,Georgia,33.7267,-84.2723
Mesquite,Nevada,36.8032,-114.133
Mukilteo,Washington,47.9096,-122.3035
Geneva,Illinois,41.8833,-88.3242
Battle Ground,Washington,45.7766,-122.5413
Mustang,Oklahoma,35.3917,-97.7246
Elmwood Park,New Jersey,40.9049,-74.1201
Milwaukie,Oregon,45.4445,-122.6219
Hunters Creek,Florida,28.361,-81.4358
Lebanon,Ohio,39.4254,-84.2133
Montgomery,Illinois,41.7237,-88.3633
Snellville,Georgia,33.8562,-84.0038
Carrboro,North Carolina,35.9259,-79.0878
Baldwin,Pennsylvania,40.369,-79.9669
Willmar,Minnesota,45.1216,-95.0569
Bryant,Arkansas,34.6152,-92.4914
Old Jamestown,Missouri,38.8394,-90.2847
Hanahan,South Carolina,32.9302,-80.0027
Mineola,New York,40.747,-73.6394
Hays,Kansas,38.8821,-99.3221
West St. Paul,Minnesota,44.9018,-93.0858
Gardner,Massachusetts,42.5845,-71.9868
Silverdale,Washington,47.6663,-122.6828
Lealman,Florida,27.8197,-82.6847
South Holland,Illinois,41.5977,-87.6022
Bothell West,Washington,47.8056,-122.2401
Sulphur,Louisiana,30.2286,-93.3566
Murphy,Texas,33.0186,-96.6105
Dolton,Illinois,41.6284,-87.5979
Anna,Texas,33.3472,-96.5508
Princeton,Texas,33.1778,-96.5044
Covington,Washington,47.3667,-122.1045
